day,operation,price,investment,total balance
144,sell,157.17999267578125,11.689048140163578,93810.30006408691
145,sell,155.39999389648438,9.421200691104294,95364.30000305176
146,sell,156.35000610351562,10.502509034865723,96927.80006408691
147,sell,156.02000427246094,9.464678038798628,98488.00010681152
148,sell,156.75999450683594,12.62302734194289,100055.60005187988
149,sell,155.8800048828125,11.982764583516714,101614.40010070801
150,buy,153.7899932861328,0,100076.50016784668
151,sell,153.55999755859375,10.801646306567015,101612.10014343262
152,sell,154.4499969482422,7.68319377758827,103156.60011291504
153,sell,154.77000427246094,4.4684513322370485,104704.30015563965
154,buy,150.8300018310547,0,103196.0001373291
155,sell,150.19000244140625,-2.3408485609519643,104697.90016174316
156,buy,148.6300048828125,0,103211.60011291504
157,sell,148.97000122070312,-1.2331768134796928,104701.30012512207
158,sell,149.47999572753906,0.5718837494466469,106196.10008239746
159,buy,146.3800048828125,0,104732.30003356934
160,buy,147.3699951171875,0,103258.60008239746
162,buy,147.0500030517578,0,101788.10005187988
164,buy,148.75999450683594,0,100300.50010681152
165,buy,148.16000366210938,0,98818.90007019043
166,sell,146.3300018310547,-0.03415975549245504,100282.20008850098
167,buy,146.82000732421875,0,98814.00001525879
168,buy,145.1999969482422,0,97362.00004577637
169,buy,144.9600067138672,0,95912.3999786377
170,buy,143.72000122070312,0,94475.19996643066
172,buy,144.4600067138672,0,93030.59989929199
173,buy,146.33999633789062,0,91567.19993591309
174,buy,146.41000366210938,0,90103.09989929199
176,buy,148.80999755859375,0,88614.99992370605
177,sell,149.1199951171875,1.1874873162670687,90106.19987487793
179,buy,148.3000030517578,0,88623.19984436035
180,buy,147.13999938964844,0,87151.79985046387
181,buy,145.72999572753906,0,85694.49989318848
182,buy,146.4499969482422,0,84229.99992370605
183,buy,144.92999267578125,0,82780.69999694824
184,sell,145.77999877929688,-0.8636547066333135,84238.49998474121
187,sell,143.77000427246094,-3.3543899022836388,85676.20002746582
189,buy,143.35000610351562,0,84242.69996643066
190,buy,142.89999389648438,0,82813.70002746582
191,buy,145.10000610351562,0,81362.69996643066
192,buy,144.77000427246094,0,79914.99992370605
193,buy,145.64999389648438,0,78458.49998474121
194,buy,146.14999389648438,0,76997.00004577637
195,sell,145.80999755859375,-1.5861271904899517,78455.1000213623
196,sell,148.0,0.8037001886095151,79935.1000213623
199,sell,145.91000366210938,0.48898535040622326,81394.2000579834
201,buy,142.9499969482422,0,79964.70008850098
202,buy,141.0,0,78554.70008850098
203,buy,141.1699981689453,0,77143.00010681152
204,buy,140.39999389648438,0,75739.00016784668
205,buy,140.75999450683594,0,74331.40022277832
206,buy,135.69000244140625,0,72974.50019836426
208,buy,139.05999755859375,0,71583.90022277832
209,buy,138.94000244140625,0,70194.50019836426
210,buy,141.4199981689453,0,68780.3002166748
211,buy,143.0,0,67350.3002166748
212,buy,144.0800018310547,0,65909.50019836426
213,sell,144.00999450683594,-0.655361591494994,67349.60014343262
215,buy,144.2899932861328,0,65906.70021057129
216,sell,146.42999267578125,1.88560494855308,67371.0001373291
217,buy,145.77999877929688,0,65913.20014953613
219,sell,149.74000549316406,3.6549899860900603,67410.60020446777
220,sell,151.4499969482422,3.491868756476436,68925.1001739502
221,sell,152.82000732421875,4.378118640651514,70453.30024719238
222,sell,153.2899932861328,3.010547544545903,71986.20018005371
223,sell,152.97000122070312,3.1490209526937423,73515.90019226074
224,sell,153.3300018310547,4.206879480143404,75049.20021057129
225,sell,153.5399932861328,5.359224447652865,76584.60014343262
226,buy,153.19000244140625,0,75052.70011901855
227,sell,153.5399932861328,4.841240345260195,76588.10005187988
228,sell,154.32000732421875,6.4790002918468605,78131.30012512207
229,sell,156.0800018310547,8.880359389972053,79692.10014343262
230,sell,156.83999633789062,9.755075603085244,81260.50010681152
231,sell,157.99000549316406,8.883527806644336,82840.40016174316
232,sell,157.97000122070312,9.11790879234862,84420.1001739502
233,sell,156.30999755859375,7.318918028713134,85983.20014953613
234,sell,156.7899932861328,7.280191470404421,87551.10008239746
235,sell,158.52000427246094,10.89192560798457,89136.30012512207
236,sell,159.10000610351562,12.8368837613586,90727.30018615723
237,sell,160.52000427246094,13.706882733226708,92332.50022888184
238,sell,161.05999755859375,14.71510296313959,93943.10020446777
239,sell,163.99000549316406,16.50327642290436,95583.00025939941
240,sell,165.22999572753906,21.770206171887125,97235.3002166748
241,sell,166.22999572753906,19.53832780523175,98897.6001739502
242,sell,168.4499969482422,21.239379579888006,100582.10014343262
243,sell,166.5500030517578,17.76976750684957,102247.6001739502
244,sell,167.5,17.132867132867133,103922.6001739502
245,sell,167.39999389648438,16.185446813621116,105596.60011291504
246,sell,168.38999938964844,16.70247919114138,107280.50010681152
247,sell,169.39999389648438,16.202493699390757,108974.50004577637
248,sell,170.3000030517578,11.16913658702759,110677.50007629395
